,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__max_iter,param_classifier__penalty,param_classifier__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.5970013618469237,0.5853601670305149,0.06455588340759277,0.016107651258959937,1,1000,l2,newton-cg,"{'classifier__C': 1, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'newton-cg'}",0.9714700193423598,0.9830754352030948,0.9588776003870344,0.888243831640058,0.8621190130624092,0.9327571799269911,0.04834061627315694,11
1,22.392075729370116,1.7807263863791183,0.049706459045410156,0.012438091398300866,1,1000,l2,saga,"{'classifier__C': 1, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.9680851063829787,0.9845261121856866,0.9700048379293662,0.9114658925979681,0.9027576197387518,0.9473679137669503,0.033470576847288255,4
2,1.1949127197265625,0.06301461517767759,0.0728975772857666,0.017365880631345105,1,1000,l2,liblinear,"{'classifier__C': 1, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9763056092843327,0.9830754352030948,0.9622641509433962,0.8892114175133043,0.8746976294146106,0.9371108484717479,0.0457633620552214,8
3,3.249332046508789,0.5929400180477828,0.07079644203186035,0.021521365086084654,3,1000,l2,newton-cg,"{'classifier__C': 3, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'newton-cg'}",0.9724371373307543,0.9806576402321083,0.9622641509433962,0.895984518626028,0.8630865989356555,0.9348860092135884,0.046740075651923736,9
4,22.876557922363283,1.1685269376876772,0.04830875396728516,0.011875505813969296,3,1000,l2,saga,"{'classifier__C': 3, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.9676015473887815,0.9854932301740812,0.9700048379293662,0.9119496855345912,0.9027576197387518,0.9475613841531144,0.03352525044402054,3
5,1.2091697216033936,0.09987065931582557,0.06961793899536133,0.013771197705495775,3,1000,l2,liblinear,"{'classifier__C': 3, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9772727272727273,0.9830754352030948,0.9632317368166424,0.9003386550556362,0.8800193517174649,0.9407875812131131,0.04231326492284333,5
6,3.5545654773712156,0.529717622757149,0.06531763076782227,0.01368722121723505,4,1000,l2,newton-cg,"{'classifier__C': 4, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'newton-cg'}",0.9705029013539652,0.9821083172147002,0.9612965650701499,0.8916303821964199,0.8626028059990324,0.9336281943668535,0.04750584613288247,10
7,22.93475561141968,1.355834532903442,0.05083284378051758,0.013586200936698732,4,1000,l2,saga,"{'classifier__C': 4, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.9680851063829787,0.9854932301740812,0.9700048379293662,0.9119496855345912,0.9032414126753749,0.9477548545392784,0.03345451398680383,1
8,1.3414212703704833,0.11570323474546026,0.07735729217529297,0.02014896149359892,4,1000,l2,liblinear,"{'classifier__C': 4, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.97678916827853,0.9830754352030948,0.9637155297532656,0.9022738268021286,0.8766328011611031,0.9404973522396244,0.04291571182826363,6
9,3.4166447162628173,0.6269301614213932,0.07646317481994629,0.01705145057664764,5,1000,l2,newton-cg,"{'classifier__C': 5, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'newton-cg'}",0.9709864603481625,0.9816247582205029,0.9608127721335269,0.8887276245766812,0.861151427189163,0.9326606084936072,0.04837886580551623,12
10,22.912890338897704,1.3499697984192074,0.04556703567504883,0.011088101908982441,5,1000,l2,saga,"{'classifier__C': 5, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'saga'}",0.9680851063829787,0.9854932301740812,0.9700048379293662,0.9119496855345912,0.9027576197387518,0.9476580959519538,0.03358356845979227,2
11,1.3031615257263183,0.13409343699643275,0.0698704719543457,0.011404624917614101,5,1000,l2,liblinear,"{'classifier__C': 5, 'classifier__max_iter': 1000, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.9763056092843327,0.9830754352030948,0.9637155297532656,0.9008224479922593,0.8746976294146106,0.9397233303295126,0.04366901462084666,7
